Name_N,RA(deg),DEC(deg),Type_N,Name_S,RA_d,DEC_d,Type_S,exactMatch
NGC 5236:[SL2011] 1_455,204.25021,-29.84989,*Cl,[SL2011] NGC 5236 1 455,204.250208,-29.849889,Cl*?,False
NGC 5236:[SL2011] 1_456,204.23679,-29.84462,*Cl,[SL2011] NGC 5236 1 456,204.236792,-29.844617,Cl*?,False
NGC 5236:[SL2011] 1_457,204.23596,-29.84119,*Cl,[SL2011] NGC 5236 1 457,204.235958,-29.841186,Cl*?,False
NGC 5236:[SL2011] 1_458,204.25408,-29.84779,*Cl,[SL2011] NGC 5236 1 458,204.254083,-29.847794,Cl*?,False
NGC 5236:[SL2011] 1_459,204.25192,-29.84635,*Cl,[SL2011] NGC 5236 1 459,204.251917,-29.84635,Cl*?,False
NGC 5236:[SL2011] 1_460,204.25504,-29.84738,*Cl,[SL2011] NGC 5236 1 460,204.255042,-29.847383,Cl*?,False
NGC 5236:[SL2011] 1_461,204.23933,-29.8395,*Cl,[SL2011] NGC 5236 1 461,204.239333,-29.839503,Cl*?,False
NGC 5236:[SL2011] 1_462,204.23892,-29.83901,*Cl,[SL2011] NGC 5236 1 462,204.238917,-29.839008,Cl*?,False
NGC 5236:[SL2011] 1_463,204.23788,-29.83863,*Cl,[SL2011] NGC 5236 1 463,204.237875,-29.838625,Cl*?,False
NGC 5236:[SL2011] 1_464,204.26038,-29.84687,*Cl,[SL2011] NGC 5236 1 464,204.260375,-29.846869,Cl*?,False
NGC 5236:[SL2011] 1_465,204.26092,-29.84666,*Cl,[SL2011] NGC 5236 1 465,204.260917,-29.846661,Cl*?,False
NGC 5236:[SL2011] 1_466,204.26296,-29.84736,*Cl,[SL2011] NGC 5236 1 466,204.262958,-29.847361,Cl*?,False
NGC 5236:[SL2011] 1_467,204.26192,-29.84663,*Cl,[SL2011] NGC 5236 1 467,204.261917,-29.846631,Cl*?,False
NGC 5236:[SL2011] 1_468,204.23308,-29.83521,*Cl,[SL2011] NGC 5236 1 468,204.233083,-29.835211,Cl*?,False
NGC 5236:[SL2011] 1_469,204.23329,-29.83522,*Cl,[SL2011] NGC 5236 1 469,204.233292,-29.835219,Cl*?,False
NGC 5236:[SL2011] 1_470,204.24083,-29.83775,*Cl,[SL2011] NGC 5236 1 470,204.240833,-29.83775,Cl*?,False
NGC 5236:[SL2011] 1_471,204.26108,-29.84469,*Cl,[SL2011] NGC 5236 1 471,204.261083,-29.844694,Cl*?,False
NGC 5236:[SL2011] 1_472,204.26125,-29.84459,*Cl,[SL2011] NGC 5236 1 472,204.26125,-29.844592,Cl*?,False
NGC 5236:[SL2011] 1_473,204.23354,-29.83421,*Cl,[SL2011] NGC 5236 1 473,204.233542,-29.834211,Cl*?,False
NGC 5236:[SL2011] 1_474,204.23421,-29.83436,*Cl,[SL2011] NGC 5236 1 474,204.234208,-29.834364,Cl*?,False
NGC 5236:[SL2011] 1_475,204.23258,-29.83341,*Cl,[SL2011] NGC 5236 1 475,204.232583,-29.833406,Cl*?,False
NGC 5236:[SL2011] 1_476,204.24446,-29.83668,*Cl,[SL2011] NGC 5236 1 476,204.244458,-29.836678,Cl*?,False
NGC 5236:[SL2011] 1_477,204.23462,-29.83215,*Cl,[SL2011] NGC 5236 1 477,204.234625,-29.832147,Cl*?,False
NGC 5236:[SL2011] 1_478,204.23342,-29.83148,*Cl,[SL2011] NGC 5236 1 478,204.233417,-29.831475,Cl*?,False
NGC 5236:[SL2011] 1_479,204.23467,-29.83176,*Cl,[SL2011] NGC 5236 1 479,204.234667,-29.831758,Cl*?,False
NGC 5236:[SL2011] 1_480,204.23279,-29.83093,*Cl,[SL2011] NGC 5236 1 480,204.232792,-29.830928,Cl*?,False
NGC 5236:[SL2011] 1_481,204.23929,-29.83269,*Cl,[SL2011] NGC 5236 1 481,204.239292,-29.832689,Cl*?,False
NGC 5236:[SL2011] 1_482,204.24842,-29.83602,*Cl,[SL2011] NGC 5236 1 482,204.248417,-29.836019,Cl*?,False
NGC 5236:[SL2011] 1_483,204.24529,-29.83435,*Cl,[SL2011] NGC 5236 1 483,204.245292,-29.834347,Cl*?,False
NGC 5236:[SL2011] 1_484,204.24287,-29.83342,*Cl,[SL2011] NGC 5236 1 484,204.242875,-29.833425,Cl*?,False
NGC 5236:[SL2011] 1_485,204.23804,-29.83132,*Cl,[SL2011] NGC 5236 1 485,204.238042,-29.831319,Cl*?,False
NGC 5236:[SL2011] 1_486,204.24142,-29.83246,*Cl,[SL2011] NGC 5236 1 486,204.241417,-29.832456,Cl*?,False
NGC 5236:[SL2011] 1_487,204.23271,-29.827,*Cl,[SL2011] NGC 5236 1 487,204.232708,-29.827,Cl*?,False
NGC 5236:[SL2011] 1_488,204.24683,-29.83111,*Cl,[SL2011] NGC 5236 1 488,204.246833,-29.831111,Cl*?,False
NGC 5236:[SL2011] 1_489,204.2345,-29.82535,*Cl,[SL2011] NGC 5236 1 489,204.2345,-29.825347,Cl*?,False
NGC 5236:[SL2011] 1_490,204.24633,-29.82924,*Cl,[SL2011] NGC 5236 1 490,204.246333,-29.829236,Cl*?,False
NGC 5236:[SL2011] 1_491,204.24904,-29.82837,*Cl,[SL2011] NGC 5236 1 491,204.249042,-29.828372,Cl*?,False
NGC 5236:[SL2011] 1_492,204.22438,-29.81913,*Cl,[SL2011] NGC 5236 1 492,204.224375,-29.819128,Cl*?,False
NGC 5236:[SL2011] 1_493,204.2485,-29.82788,*Cl,[SL2011] NGC 5236 1 493,204.2485,-29.827878,Cl*?,False
NGC 5236:[SL2011] 1_494,204.23737,-29.82152,*Cl,[SL2011] NGC 5236 1 494,204.237375,-29.821517,Cl*?,False
NGC 5236:[SL2011] 1_495,204.248,-29.82509,*Cl,[SL2011] NGC 5236 1 495,204.248,-29.825089,Cl*?,False
NGC 5236:[SL2011] 1_496,204.261,-29.82866,*Cl,[SL2011] NGC 5236 1 496,204.261,-29.828658,Cl*?,False
NGC 5236:[SL2011] 1_497,204.26225,-29.82902,*Cl,[SL2011] NGC 5236 1 497,204.26225,-29.829017,Cl*?,False
NGC 5236:[SL2011] 1_498,204.26283,-29.82831,*Cl,[SL2011] NGC 5236 1 498,204.262833,-29.828308,Cl*?,False
NGC 5236:[SL2011] 1_499,204.25663,-29.82434,*Cl,[SL2011] NGC 5236 1 499,204.256625,-29.824339,Cl*?,False
NGC 5236:[SL2011] 1_500,204.25383,-29.82089,*Cl,[SL2011] NGC 5236 1 500,204.253833,-29.820892,Cl*?,False
NGC 5236:[SL2011] 1_501,204.25396,-29.82078,*Cl,[SL2011] NGC 5236 1 501,204.253958,-29.820778,Cl*?,False
NGC 5236:[SL2011] 1_502,204.25762,-29.82153,*Cl,[SL2011] NGC 5236 1 502,204.257625,-29.821531,Cl*?,False
NGC 5236:[SL2011] 1_503,204.26696,-29.82328,*Cl,[SL2011] NGC 5236 1 503,204.266958,-29.823278,Cl*?,False
NGC 5236:[SL2011] 1_504,204.25758,-29.81951,*Cl,[SL2011] NGC 5236 1 504,204.257583,-29.819511,Cl*?,False
NGC 5236:[SL2011] 1_505,204.26712,-29.82291,*Cl,[SL2011] NGC 5236 1 505,204.267125,-29.822914,Cl*?,False
NGC 5236:[SL2011] 1_506,204.23946,-29.81216,*Cl,[SL2011] NGC 5236 1 506,204.239458,-29.812158,Cl*?,False
NGC 5236:[SL2011] 1_507,204.26258,-29.82011,*Cl,[SL2011] NGC 5236 1 507,204.262583,-29.820114,Cl*?,False
NGC 5236:[SL2011] 1_508,204.27038,-29.82289,*Cl,[SL2011] NGC 5236 1 508,204.270375,-29.822892,Cl*?,False
NGC 5236:[SL2011] 1_509,204.26954,-29.82166,*Cl,[SL2011] NGC 5236 1 509,204.269542,-29.821664,Cl*?,False
NGC 5236:[SL2011] 1_510,204.26792,-29.82065,*Cl,[SL2011] NGC 5236 1 510,204.267917,-29.820653,Cl*?,False
NGC 5236:[SL2011] 1_511,204.25788,-29.81632,*Cl,[SL2011] NGC 5236 1 511,204.257875,-29.816322,Cl*?,False
NGC 5236:[SL2011] 1_512,204.26687,-29.81959,*Cl,[SL2011] NGC 5236 1 512,204.266875,-29.819592,Cl*?,False
NGC 5236:[SL2011] 1_513,204.27071,-29.82081,*Cl,[SL2011] NGC 5236 1 513,204.270708,-29.820814,Cl*?,False
NGC 5236:[SL2011] 1_514,204.26408,-29.81816,*Cl,[SL2011] NGC 5236 1 514,204.264083,-29.818161,Cl*?,False
NGC 5236:[SL2011] 1_515,204.26367,-29.81794,*Cl,[SL2011] NGC 5236 1 515,204.263667,-29.817944,Cl*?,False
NGC 5236:[SL2011] 1_516,204.26921,-29.81894,*Cl,[SL2011] NGC 5236 1 516,204.269208,-29.818936,Cl*?,False
NGC 5236:[SL2011] 1_517,204.26571,-29.81725,*Cl,[SL2011] NGC 5236 1 517,204.265708,-29.81725,Cl*?,False
NGC 5236:[SL2011] 1_518,204.26237,-29.81579,*Cl,[SL2011] NGC 5236 1 518,204.262375,-29.815789,Cl*?,False
NGC 5236:[SL2011] 1_519,204.24925,-29.81083,*Cl,[SL2011] NGC 5236 1 519,204.24925,-29.810833,Cl*?,False
NGC 5236:[SL2011] 1_520,204.27246,-29.81934,*Cl,[SL2011] NGC 5236 1 520,204.272458,-29.819344,Cl*?,False
NGC 5236:[SL2011] 1_521,204.26867,-29.81787,*Cl,[SL2011] NGC 5236 1 521,204.268667,-29.817869,Cl*?,False
NGC 5236:[SL2011] 1_522,204.24883,-29.8101,*Cl,[SL2011] NGC 5236 1 522,204.248833,-29.810097,Cl*?,False
NGC 5236:[SL2011] 1_523,204.26388,-29.81564,*Cl,[SL2011] NGC 5236 1 523,204.263875,-29.815644,Cl*?,False
NGC 5236:[SL2011] 1_524,204.26879,-29.81718,*Cl,[SL2011] NGC 5236 1 524,204.268792,-29.817178,Cl*?,False
NGC 5236:[SL2011] 1_525,204.26483,-29.81509,*Cl,[SL2011] NGC 5236 1 525,204.264833,-29.815092,Cl*?,False
NGC 5236:[SL2011] 1_526,204.26625,-29.81493,*Cl,[SL2011] NGC 5236 1 526,204.26625,-29.814928,Cl*?,False
NGC 5236:[SL2011] 1_527,204.2675,-29.81456,*Cl,[SL2011] NGC 5236 1 527,204.2675,-29.814564,Cl*?,False
NGC 5236:[SL2011] 1_528,204.26708,-29.8144,*Cl,[SL2011] NGC 5236 1 528,204.267083,-29.814397,Cl*?,False
NGC 5236:[SL2011] 1_529,204.26837,-29.81434,*Cl,[SL2011] NGC 5236 1 529,204.268375,-29.814339,Cl*?,False
NGC 5236:[SL2011] 1_530,204.26842,-29.81419,*Cl,[SL2011] NGC 5236 1 530,204.268417,-29.814194,Cl*?,False
NGC 5236:[SL2011] 1_531,204.266,-29.81306,*Cl,[SL2011] NGC 5236 1 531,204.266,-29.813061,Cl*?,False
NGC 5236:[SL2011] 1_532,204.26737,-29.81297,*Cl,[SL2011] NGC 5236 1 532,204.267375,-29.812972,Cl*?,False
NGC 5236:[SL2011] 1_533,204.26404,-29.81038,*Cl,[SL2011] NGC 5236 1 533,204.264042,-29.810378,Cl*?,False
NGC 5236:[SL2011] 1_534,204.26267,-29.80983,*Cl,[SL2011] NGC 5236 1 534,204.262667,-29.809825,Cl*?,False
NGC 5236:[SL2011] 1_535,204.26617,-29.81067,*Cl,[SL2011] NGC 5236 1 535,204.266167,-29.810675,Cl*?,False
NGC 5236:[SL2011] 1_536,204.26508,-29.80975,*Cl,[SL2011] NGC 5236 1 536,204.265083,-29.809747,Cl*?,False
NGC 5236:[SL2011] 1_537,204.26417,-29.80838,*Cl,[SL2011] NGC 5236 1 537,204.264167,-29.808375,Cl*?,False
NGC 5236:[SL2011] 1_538,204.26837,-29.80898,*Cl,[SL2011] NGC 5236 1 538,204.268375,-29.808981,Cl*?,False
NGC 5236:[SL2011] 1_539,204.26408,-29.80704,*Cl,[SL2011] NGC 5236 1 539,204.264083,-29.807036,Cl*?,False
NGC 5236:[SL2011] 1_540,204.2665,-29.80633,*Cl,[SL2011] NGC 5236 1 540,204.2665,-29.806328,Cl*?,False
NGC 5236:[SL2011] 1_541,204.21346,-29.84467,*Cl,[SL2011] NGC 5236 1 541,204.213458,-29.844675,Cl*?,False
NGC 5236:[SL2011] 1_542,204.2505,-29.85711,*Cl,[SL2011] NGC 5236 1 542,204.2505,-29.857111,Cl*?,False
NGC 5236:[SL2011] 1_543,204.25317,-29.85801,*Cl,[SL2011] NGC 5236 1 543,204.253167,-29.858014,Cl*?,False
NGC 5236:[SL2011] 1_544,204.25108,-29.85674,*Cl,[SL2011] NGC 5236 1 544,204.251083,-29.856739,Cl*?,False
NGC 5236:[SL2011] 1_545,204.25342,-29.85743,*Cl,[SL2011] NGC 5236 1 545,204.253417,-29.857433,Cl*?,False
NGC 5236:[SL2011] 1_546,204.21371,-29.84259,*Cl,[SL2011] NGC 5236 1 546,204.213708,-29.842594,Cl*?,False
NGC 5236:[SL2011] 1_547,204.25817,-29.85912,*Cl,[SL2011] NGC 5236 1 547,204.258167,-29.859119,Cl*?,False
NGC 5236:[SL2011] 1_548,204.2535,-29.85736,*Cl,[SL2011] NGC 5236 1 548,204.2535,-29.857356,Cl*?,False
NGC 5236:[SL2011] 1_549,204.25267,-29.85703,*Cl,[SL2011] NGC 5236 1 549,204.252667,-29.857025,Cl*?,False
NGC 5236:[SL2011] 1_550,204.2575,-29.85865,*Cl,[SL2011] NGC 5236 1 550,204.2575,-29.85865,Cl*?,False
NGC 5236:[SL2011] 1_551,204.21821,-29.84378,*Cl,[SL2011] NGC 5236 1 551,204.218208,-29.843781,Cl*?,False
NGC 5236:[SL2011] 1_552,204.22554,-29.84646,*Cl,[SL2011] NGC 5236 1 552,204.225542,-29.846456,Cl*?,False
NGC 5236:[SL2011] 1_553,204.22362,-29.84559,*Cl,[SL2011] NGC 5236 1 553,204.223625,-29.845594,Cl*?,False
NGC 5236:[SL2011] 1_554,204.22783,-29.84712,*Cl,[SL2011] NGC 5236 1 554,204.227833,-29.847125,Cl*?,False
NGC 5236:[SL2011] 1_555,204.22737,-29.84692,*Cl,[SL2011] NGC 5236 1 555,204.227375,-29.846917,Cl*?,False
NGC 5236:[SL2011] 1_556,204.2475,-29.85427,*Cl,[WCK2011] 12,204.2475175,-29.8543367,Cl*,False
NGC 5236:[SL2011] 1_557,204.25592,-29.85732,*Cl,[SL2011] NGC 5236 1 557,204.255917,-29.857319,Cl*?,False
NGC 5236:[SL2011] 1_558,204.23092,-29.84786,*Cl,[SL2011] NGC 5236 1 558,204.230917,-29.847856,Cl*?,False
NGC 5236:[SL2011] 1_559,204.21062,-29.84011,*Cl,[SL2011] NGC 5236 1 559,204.210625,-29.840106,Cl*?,False
NGC 5236:[SL2011] 1_560,204.23671,-29.84976,*Cl,[SL2011] NGC 5236 1 560,204.236708,-29.849761,Cl*?,False
NGC 5236:[SL2011] 1_561,204.25188,-29.85532,*Cl,[SL2011] NGC 5236 1 561,204.251875,-29.855322,Cl*?,False
NGC 5236:[SL2011] 1_562,204.22629,-29.84579,*Cl,[SL2011] NGC 5236 1 562,204.226292,-29.845789,Cl*?,False
NGC 5236:[SL2011] 1_563,204.24887,-29.85406,*Cl,[SL2011] NGC 5236 1 563,204.248875,-29.854056,Cl*?,False
NGC 5236:[SL2011] 1_564,204.25921,-29.85781,*Cl,[SL2011] NGC 5236 1 564,204.259208,-29.857806,Cl*?,False
NGC 5236:[SL2011] 1_565,204.22758,-29.84601,*Cl,[SL2011] NGC 5236 1 565,204.227583,-29.846011,Cl*?,False
NGC 5236:[SL2011] 1_566,204.23117,-29.84725,*Cl,[SL2011] NGC 5236 1 566,204.231167,-29.847247,Cl*?,False
NGC 5236:[SL2011] 1_567,204.23571,-29.84886,*Cl,[SL2011] NGC 5236 1 567,204.235708,-29.848864,Cl*?,False
NGC 5236:[SL2011] 1_568,204.22517,-29.84492,*Cl,[SL2011] NGC 5236 1 568,204.225167,-29.844922,Cl*?,False
NGC 5236:[SL2011] 1_569,204.22542,-29.84475,*Cl,[SL2011] NGC 5236 1 569,204.225417,-29.844753,Cl*?,False
NGC 5236:[SL2011] 1_570,204.21263,-29.83989,*Cl,[SL2011] NGC 5236 1 570,204.212625,-29.839889,Cl*?,False
NGC 5236:[SL2011] 1_571,204.23167,-29.84676,*Cl,[SL2011] NGC 5236 1 571,204.231667,-29.846756,Cl*?,False
NGC 5236:[SL2011] 1_572,204.25771,-29.85644,*Cl,[SL2011] NGC 5236 1 572,204.257708,-29.856442,Cl*?,False
NGC 5236:[SL2011] 1_573,204.22658,-29.84481,*Cl,[SL2011] NGC 5236 1 573,204.226583,-29.844811,Cl*?,False
NGC 5236:[SL2011] 1_574,204.25733,-29.85608,*Cl,[SL2011] NGC 5236 1 574,204.257333,-29.856083,Cl*?,False
NGC 5236:[SL2011] 1_575,204.25979,-29.85686,*Cl,[SL2011] NGC 5236 1 575,204.259792,-29.856856,Cl*?,False
NGC 5236:[SL2011] 1_576,204.21496,-29.83994,*Cl,[SL2011] NGC 5236 1 576,204.214958,-29.839944,Cl*?,False
NGC 5236:[SL2011] 1_577,204.25758,-29.8555,*Cl,[SL2011] NGC 5236 1 577,204.257583,-29.855503,Cl*?,False
NGC 5236:[SL2011] 1_578,204.25271,-29.85356,*Cl,[SL2011] NGC 5236 1 578,204.252708,-29.853556,Cl*?,False
NGC 5236:[SL2011] 1_579,204.25612,-29.85482,*Cl,[SL2011] NGC 5236 1 579,204.256125,-29.854819,Cl*?,False
NGC 5236:[SL2011] 1_580,204.21508,-29.83917,*Cl,[SL2011] NGC 5236 1 580,204.215083,-29.839172,Cl*?,False
NGC 5236:[SL2011] 1_581,204.26246,-29.85679,*Cl,[SL2011] NGC 5236 1 581,204.262458,-29.856794,Cl*?,False
NGC 5236:[SL2011] 1_582,204.22421,-29.842,*Cl,[SL2011] NGC 5236 1 582,204.224208,-29.842,Cl*?,False
NGC 5236:[SL2011] 1_583,204.22058,-29.84041,*Cl,[SL2011] NGC 5236 1 583,204.220583,-29.840406,Cl*?,False
NGC 5236:[SL2011] 1_584,204.25958,-29.85491,*Cl,[SL2011] NGC 5236 1 584,204.259583,-29.854906,Cl*?,False
NGC 5236:[SL2011] 1_585,204.21279,-29.83716,*Cl,[SL2011] NGC 5236 1 585,204.212792,-29.837161,Cl*?,False
NGC 5236:[SL2011] 1_586,204.25454,-29.85267,*Cl,[SL2011] NGC 5236 1 586,204.254542,-29.852672,Cl*?,False
NGC 5236:[SL2011] 1_588,204.22817,-29.84278,*Cl,[SL2011] NGC 5236 1 588,204.228167,-29.842783,Cl*?,False
NGC 5236:[SL2011] 1_589,204.25842,-29.85391,*Cl,[SL2011] NGC 5236 1 589,204.258417,-29.853906,Cl*?,False
NGC 5236:[SL2011] 1_590,204.25887,-29.85408,*Cl,[SL2011] NGC 5236 1 590,204.258875,-29.854081,Cl*?,False
NGC 5236:[SL2011] 1_591,204.21838,-29.83857,*Cl,[SL2011] NGC 5236 1 591,204.218375,-29.838575,Cl*?,False
NGC 5236:[SL2011] 1_592,204.21338,-29.8367,*Cl,[SL2011] NGC 5236 1 592,204.213375,-29.836703,Cl*?,False
NGC 5236:[SL2011] 1_593,204.23046,-29.84305,*Cl,[SL2011] NGC 5236 1 593,204.230458,-29.843053,Cl*?,False
NGC 5236:[SL2011] 1_594,204.22846,-29.84226,*Cl,[SL2011] NGC 5236 1 594,204.228458,-29.842264,Cl*?,False
NGC 5236:[SL2011] 1_595,204.2335,-29.84411,*Cl,[SL2011] NGC 5236 1 595,204.2335,-29.844106,Cl*?,False
NGC 5236:[SL2011] 1_596,204.23546,-29.8448,*Cl,[SL2011] NGC 5236 1 596,204.235458,-29.844803,Cl*?,False
NGC 5236:[SL2011] 1_597,204.22579,-29.84102,*Cl,[SL2011] NGC 5236 1 597,204.225792,-29.841025,Cl*?,False
NGC 5236:[SL2011] 1_598,204.22688,-29.84135,*Cl,[SL2011] NGC 5236 1 598,204.226875,-29.84135,Cl*?,False
NGC 5236:[SL2011] 1_599,204.23271,-29.84347,*Cl,[SL2011] NGC 5236 1 599,204.232708,-29.843467,Cl*?,False
NGC 5236:[SL2011] 1_600,204.26204,-29.85407,*Cl,[SL2011] NGC 5236 1 600,204.262042,-29.854069,Cl*?,False
NGC 5236:[SL2011] 1_601,204.21317,-29.83541,*Cl,[SL2011] NGC 5236 1 601,204.213167,-29.835411,Cl*?,False
NGC 5236:[SL2011] 1_602,204.22296,-29.83901,*Cl,[SL2011] NGC 5236 1 602,204.222958,-29.839011,Cl*?,False
NGC 5236:[SL2011] 1_603,204.26683,-29.85521,*Cl,[SL2011] NGC 5236 1 603,204.266833,-29.855214,Cl*?,False
NGC 5236:[SL2011] 1_604,204.22992,-29.84134,*Cl,[SL2011] NGC 5236 1 604,204.229917,-29.841344,Cl*?,False
NGC 5236:[SL2011] 1_605,204.23383,-29.84271,*Cl,[SL2011] NGC 5236 1 605,204.233833,-29.842714,Cl*?,False
NGC 5236:[SL2011] 1_606,204.26746,-29.85458,*Cl,[SL2011] NGC 5236 1 606,204.267458,-29.854578,Cl*?,False
NGC 5236:[SL2011] 1_607,204.21254,-29.83407,*Cl,[SL2011] NGC 5236 1 607,204.212542,-29.834069,Cl*?,False
NGC 5236:[SL2011] 1_608,204.26687,-29.85411,*Cl,[SL2011] NGC 5236 1 608,204.266875,-29.854111,Cl*?,False
NGC 5236:[SL2011] 1_609,204.23375,-29.84066,*Cl,[SL2011] NGC 5236 1 609,204.23375,-29.840658,Cl*?,False
NGC 5236:[SL2011] 1_610,204.26242,-29.85129,*Cl,[SL2011] NGC 5236 1 610,204.262417,-29.851294,Cl*?,False
NGC 5236:[SL2011] 1_611,204.22746,-29.83827,*Cl,[SL2011] NGC 5236 1 611,204.227458,-29.838272,Cl*?,False
NGC 5236:[SL2011] 1_612,204.26308,-29.85146,*Cl,[SL2011] NGC 5236 1 612,204.263083,-29.851458,Cl*?,False
NGC 5236:[SL2011] 1_613,204.22779,-29.83699,*Cl,[SL2011] NGC 5236 1 613,204.227792,-29.836992,Cl*?,False
NGC 5236:[SL2011] 1_614,204.26425,-29.85037,*Cl,[SL2011] NGC 5236 1 614,204.26425,-29.850375,Cl*?,False
NGC 5236:[SL2011] 1_615,204.22217,-29.83453,*Cl,[SL2011] NGC 5236 1 615,204.222167,-29.834528,Cl*?,False
NGC 5236:[SL2011] 1_616,204.22933,-29.83691,*Cl,[SL2011] NGC 5236 1 616,204.229333,-29.836914,Cl*?,False
NGC 5236:[SL2011] 1_617,204.26975,-29.85163,*Cl,[SL2011] NGC 5236 1 617,204.26975,-29.851631,Cl*?,False
NGC 5236:[SL2011] 1_618,204.22538,-29.835,*Cl,[SL2011] NGC 5236 1 618,204.225375,-29.835,Cl*?,False
NGC 5236:[SL2011] 1_619,204.2295,-29.83653,*Cl,[SL2011] NGC 5236 1 619,204.2295,-29.836525,Cl*?,False
NGC 5236:[SL2011] 1_620,204.26175,-29.8485,*Cl,[SL2011] NGC 5236 1 620,204.26175,-29.848497,Cl*?,False
NGC 5236:[SL2011] 1_621,204.2645,-29.84923,*Cl,[SL2011] NGC 5236 1 621,204.2645,-29.849233,Cl*?,False
NGC 5236:[SL2011] 1_622,204.27238,-29.85195,*Cl,[SL2011] NGC 5236 1 622,204.272375,-29.85195,Cl*?,False
NGC 5236:[SL2011] 1_623,204.26513,-29.84897,*Cl,[WCK2011] 44,204.2650558,-29.8489733,Cl*,False
NGC 5236:[SL2011] 1_624,204.22913,-29.83554,*Cl,[SL2011] NGC 5236 1 624,204.229125,-29.835544,Cl*?,False
NGC 5236:[SL2011] 1_625,204.26958,-29.85036,*Cl,[SL2011] NGC 5236 1 625,204.269583,-29.850356,Cl*?,False
NGC 5236:[SL2011] 1_626,204.22942,-29.83524,*Cl,[SL2011] NGC 5236 1 626,204.229417,-29.835242,Cl*?,False
NGC 5236:[SL2011] 1_627,204.26871,-29.84967,*Cl,[SL2011] NGC 5236 1 627,204.268708,-29.849669,Cl*?,False
NGC 5236:[SL2011] 1_628,204.26308,-29.84743,*Cl,[SL2011] NGC 5236 1 628,204.263083,-29.847428,Cl*?,False
NGC 5236:[SL2011] 1_629,204.22971,-29.83499,*Cl,[SL2011] NGC 5236 1 629,204.229708,-29.834992,Cl*?,False
NGC 5236:[SL2011] 1_630,204.23317,-29.83587,*Cl,[SL2011] NGC 5236 1 630,204.233167,-29.835872,Cl*?,False
NGC 5236:[SL2011] 1_631,204.26875,-29.84867,*Cl,[SL2011] NGC 5236 1 631,204.26875,-29.848669,Cl*?,False
NGC 5236:[SL2011] 1_632,204.26254,-29.84615,*Cl,[SL2011] NGC 5236 1 632,204.262542,-29.84615,Cl*?,False
NGC 5236:[SL2011] 1_633,204.22829,-29.8334,*Cl,[SL2011] NGC 5236 1 633,204.228292,-29.8334,Cl*?,False
NGC 5236:[SL2011] 1_634,204.26258,-29.84611,*Cl,[SL2011] NGC 5236 1 634,204.262583,-29.846111,Cl*?,False
NGC 5236:[SL2011] 1_635,204.27217,-29.84965,*Cl,[SL2011] NGC 5236 1 635,204.272167,-29.849653,Cl*?,False
NGC 5236:[SL2011] 1_636,204.21938,-29.8298,*Cl,[SL2011] NGC 5236 1 636,204.219375,-29.829803,Cl*?,False
NGC 5236:[SL2011] 1_637,204.21838,-29.82929,*Cl,[SL2011] NGC 5236 1 637,204.218375,-29.829289,Cl*?,False
NGC 5236:[SL2011] 1_638,204.26304,-29.8457,*Cl,[SL2011] NGC 5236 1 638,204.263042,-29.8457,Cl*?,False
NGC 5236:[SL2011] 1_639,204.2705,-29.84841,*Cl,[SL2011] NGC 5236 1 639,204.2705,-29.848406,Cl*?,False
NGC 5236:[SL2011] 1_640,204.22267,-29.8306,*Cl,[SL2011] NGC 5236 1 640,204.222667,-29.8306,Cl*?,False
NGC 5236:[SL2011] 1_641,204.27146,-29.84865,*Cl,[SL2011] NGC 5236 1 641,204.271458,-29.84865,Cl*?,False
NGC 5236:[SL2011] 1_642,204.269,-29.84733,*Cl,[SL2011] NGC 5236 1 642,204.269,-29.847333,Cl*?,False
NGC 5236:[SL2011] 1_643,204.22113,-29.82929,*Cl,[SL2011] NGC 5236 1 643,204.221125,-29.829292,Cl*?,False
NGC 5236:[SL2011] 1_644,204.272,-29.84775,*Cl,[SL2011] NGC 5236 1 644,204.272,-29.847753,Cl*?,False
NGC 5236:[SL2011] 1_645,204.22829,-29.83145,*Cl,[SL2011] NGC 5236 1 645,204.228292,-29.831447,Cl*?,False
NGC 5236:[SL2011] 1_646,204.27025,-29.84689,*Cl,[SL2011] NGC 5236 1 646,204.27025,-29.846889,Cl*?,False
NGC 5236:[SL2011] 1_647,204.27325,-29.84786,*Cl,[SL2011] NGC 5236 1 647,204.27325,-29.847861,Cl*?,False
NGC 5236:[SL2011] 1_648,204.21708,-29.82691,*Cl,[SL2011] NGC 5236 1 648,204.217083,-29.826908,Cl*?,False
NGC 5236:[SL2011] 1_649,204.27075,-29.8468,*Cl,[SL2011] NGC 5236 1 649,204.27075,-29.846803,Cl*?,False
NGC 5236:[SL2011] 1_650,204.26946,-29.84631,*Cl,[SL2011] NGC 5236 1 650,204.269458,-29.846308,Cl*?,False
NGC 5236:[SL2011] 1_651,204.27462,-29.84788,*Cl,[SL2011] NGC 5236 1 651,204.274625,-29.847878,Cl*?,False
NGC 5236:[SL2011] 1_652,204.22146,-29.82794,*Cl,[SL2011] NGC 5236 1 652,204.221458,-29.827944,Cl*?,False
NGC 5236:[SL2011] 1_653,204.27046,-29.84616,*Cl,[SL2011] NGC 5236 1 653,204.270458,-29.846161,Cl*?,False
NGC 5236:[SL2011] 1_654,204.275,-29.84769,*Cl,[SL2011] NGC 5236 1 654,204.275,-29.847686,Cl*?,False
